condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
raptor_2l,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,George Bernard Shaw," Based on the provided context, there is no information that directly compares the influence of Jean-Paul Sartre and George Bernard Shaw on turn of the century literature. However, it is mentioned that John Fowles' work reflects the influence of Jean-Paul Sartre, among others, and Shaw was awarded the Nobel Prize in Literature in 1925, which suggests he had significant influence in his time. Without further context or information, it would be difficult to definitively say who had more influence on turn of the century literature between these two figures.",0.6097,False,10.874,5624.759,5635.633,,hotpotqa,mistral,7.967,134.013
hcpc_v2,SkyJump Las Vegas is located at a hotel on what street?,Las Vegas Boulevard, I cannot find this information in the provided context. The context does not mention SkyJump Las Vegas or its location.,0.7305,False,51.598,1482.919,1534.517,,hotpotqa,mistral,7.967,134.013
crag,SkyJump Las Vegas is located at a hotel on what street?,Las Vegas Boulevard, I cannot find this information in the provided context. The context does not mention the location of SkyJump Las Vegas.,0.7195,False,44.482,1266.93,1311.412,,hotpotqa,mistral,7.967,134.013
raptor_2l,SkyJump Las Vegas is located at a hotel on what street?,Las Vegas Boulevard, I cannot find this information in the provided context. The context does not mention SkyJump Las Vegas or its location.,0.7305,False,10.608,1670.454,1681.062,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Are David O. Russell and Tony Gatlif from the same country?,no," Yes, according to the provided context, both David O. Russell and Tony Gatlif are from different countries. While David O. Russell's nationality is not specified in the context, it can be assumed that he is American due to being a retired tennis player from the United States. On the other hand, Tony Gatlif is explicitly stated as being French.",0.5847,False,49.871,3355.782,3405.653,,hotpotqa,mistral,7.967,134.013
crag,Are David O. Russell and Tony Gatlif from the same country?,no," I cannot find information in the provided context about David O. Russell's nationality. However, it is known that Tony Gatlif is French.",0.635,False,28.117,1335.424,1363.541,,hotpotqa,mistral,7.967,134.013
raptor_2l,Are David O. Russell and Tony Gatlif from the same country?,no," Yes, both David O. Russell and Tony Gatlif are from the same country. However, their nationality is not specified in the provided context. It can be inferred that they are both from France as Tony Gatlif is a French film director and it's common for directors to originate from the same country where their films are produced.",0.6897,False,10.294,3574.525,3584.819,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?",English-language, The Best Offer was written and directed by Giuseppe Tornatore in English.,0.7592,False,33.025,1194.417,1227.442,,hotpotqa,mistral,7.967,134.013
crag,"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?",English-language, The Best Offer was written and directed by Giuseppe Tornatore in English.,0.7592,False,51.226,1133.462,1184.689,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?",English-language, The Best Offer was written and directed by Giuseppe Tornatore in English.,0.7592,False,9.927,1446.396,1456.323,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Bourbon County," Allen County, as per the provided context, is located in the northeastern part of the region where Iola is situated. Therefore, the county in the northeast that includes Iola is Allen County.",0.8315,False,38.394,2254.267,2292.661,,hotpotqa,mistral,7.967,134.013
crag,"Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Bourbon County," Allen County, as per the provided context, is located in the southeast part of Kansas. Therefore, there isn't a specific county mentioned in the context that can be defined as being in the northeast of Iola.",0.7665,False,55.407,2240.499,2295.906,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Bourbon County, I cannot find this information in the provided context. The context does not specify any county in the northeastern part of Kansas where Iola is located.,0.6699,False,10.363,2151.064,2161.427,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Actor David Lee Stenstrom played the character Waldo the inventor in a TV show that ran on Nickelodeon during what yeras?,1984 to 1985," The context does not provide specific years for when the Nickelodeon show ""Out of Control"" aired, only that David Lee Stenstrom played Waldo the inventor on it.",0.7136,False,59.418,2209.339,2268.757,,hotpotqa,mistral,7.967,134.013
crag,Actor David Lee Stenstrom played the character Waldo the inventor in a TV show that ran on Nickelodeon during what yeras?,1984 to 1985," The context does not provide specific years for when the Nickelodeon show ""Out of Control"" aired.",0.7078,False,34.87,1155.781,1190.651,,hotpotqa,mistral,7.967,134.013
raptor_2l,Actor David Lee Stenstrom played the character Waldo the inventor in a TV show that ran on Nickelodeon during what yeras?,1984 to 1985," The context does not provide specific years for when ""Out of Control,"" the Nickelodeon show where David Lee Stenstrom played Waldo the inventor, aired.",0.8778,False,10.211,2391.995,2402.206,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"What part of the great power concerts such as the EU trio, the Nato Quint, the G7, and the G20, is Italy associated with?",G20," Italy is a member of the Great Power concerts such as the EU trio, the NATO Quint, the G7, and the G20.",0.7461,False,59.134,1858.812,1917.947,,hotpotqa,mistral,7.967,134.013
crag,"What part of the great power concerts such as the EU trio, the Nato Quint, the G7, and the G20, is Italy associated with?",G20," Italy is associated with all the great power concerts mentioned in the context, which are the EU trio, the NATO Quint, the G7, and the G20.",0.6663,False,35.626,1771.695,1807.321,,hotpotqa,mistral,7.967,134.013
raptor_2l,"What part of the great power concerts such as the EU trio, the Nato Quint, the G7, and the G20, is Italy associated with?",G20," Italy is a member of the Great Power concerts such as the EU trio, the NATO Quint, the G7, and the G20.",0.7461,False,10.919,2247.837,2258.756,,hotpotqa,mistral,7.967,134.013
hcpc_v2,California joined the Union due to the passage of a package of how many separate bills?,five," I cannot find this information in the provided context. The context only mentions the Compromise of 1850, but it does not specify the number of separate bills that were passed as part of this compromise.",0.6358,False,54.617,2389.138,2443.756,,hotpotqa,mistral,7.967,134.013
crag,California joined the Union due to the passage of a package of how many separate bills?,five," The context does not specify the number of bills that led to California joining the Union. However, it is implied that one of these bills was related to California's admission as a free state, but the exact number of bills in the Compromise of 1850 is not explicitly stated regarding California's admission.",0.6869,False,32.236,2912.927,2945.163,,hotpotqa,mistral,7.967,134.013
raptor_2l,California joined the Union due to the passage of a package of how many separate bills?,five," The context does not provide information about the number of separate bills that made up the Compromise of 1850, which led to California joining the Union. However, it is mentioned that the compromise was a package of five separate bills passed by the United States Congress in September 1850.",0.7545,False,9.894,3508.653,3518.547,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Where was the father of the Jackson, Mississippi mayor elected in 2017 born?","Detroit, Michigan"," The father of the Jackson, Mississippi mayor elected in 2017, Chokwe Lumumba, was born in Detroit, Michigan.",0.5447,False,54.327,1689.088,1743.415,,hotpotqa,mistral,7.967,134.013
crag,"Where was the father of the Jackson, Mississippi mayor elected in 2017 born?","Detroit, Michigan"," I cannot find this information in the provided context regarding the birthplace of the father of the Jackson, Mississippi mayor elected in 2017. The context only provides information about the mayor himself and his upbringing.",0.8112,False,36.062,2139.197,2175.259,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Where was the father of the Jackson, Mississippi mayor elected in 2017 born?","Detroit, Michigan"," The father of the Jackson, Mississippi mayor elected in 2017 (Chokwe Lumumba) was born in Detroit, Michigan.",0.5528,False,10.826,2023.022,2033.848,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which light rail system would one use to visit the museum that explores the impact of modern conflicts on people and society?,Greater Manchester's Metrolink," I cannot find this information in the provided context as it does not mention any light rail systems in Greater Manchester, England. The Imperial War Museum North is located there, but no information about the local light rail system is given.",0.6049,False,54.489,2313.701,2368.19,,hotpotqa,mistral,7.967,134.013
crag,Which light rail system would one use to visit the museum that explores the impact of modern conflicts on people and society?,Greater Manchester's Metrolink, I cannot find this information in the provided context. The context does not mention any specific light rail system for visiting the Imperial War Museum North.,0.6841,False,28.247,1400.273,1428.519,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which light rail system would one use to visit the museum that explores the impact of modern conflicts on people and society?,Greater Manchester's Metrolink, I cannot find this information in the provided context as it does not mention any light rail systems related to visiting the Imperial War Museum North.,0.6459,False,10.112,2123.851,2133.963,,hotpotqa,mistral,7.967,134.013
